ID,Lot Frontage,Lot Area,Year Built,1st Flr SF,Gr Liv Area,Garage Area,Neighborhood,Lot Config,Lot Shape,Overall Qual,Overall Cond,Year Remod/Add,2nd Flr SF,TotRms AbvGrd,SalePrice,SalePrice_BoxCox,SalePrice_BoxCox_Normalized,Total Bsmt SF
2654,52.0,7830,1921,492,492,200.0,OldTown,Inside,Reg,3,5,1950,0,3,61500,11.504858665720207,1744271.5992453727,492.0
2655,56.0,9576,1945,885,1182,378.0,OldTown,Inside,Reg,6,7,1950,297,5,120000,12.23396185593086,1854812.1999215828,770.0
2656,49.0,5820,1955,1163,1163,220.0,OldTown,Inside,Reg,3,8,2005,0,6,126175,12.28884305897878,1863132.8344109168,1162.0
2657,48.0,5747,1920,840,840,250.0,OldTown,Inside,Reg,3,4,1950,0,5,64000,11.548215436642028,1750844.9945691475,798.0
2658,69.0,9142,1910,908,1928,440.0,OldTown,Inside,Reg,6,8,1950,1020,9,137000,12.378914642628803,1876788.7436076074,1020.0
2659,60.0,9600,1900,1095,1774,779.0,OldTown,Inside,Reg,4,2,1950,679,8,87000,11.88273603108841,1801562.2427517828,1095.0
2660,60.0,10800,1914,880,1768,320.0,OldTown,Inside,Reg,7,7,1970,888,6,163000,12.569253523742017,1905646.3518759431,880.0
2661,70.0,6300,1910,1226,2104,432.0,OldTown,Corner,Reg,7,6,2005,878,9,155000,12.514103728048559,1897284.9955892342,1226.0
2662,63.0,5000,1900,889,1440,352.0,OldTown,Corner,Reg,5,4,1950,551,6,79000,11.777552691526529,1785615.2140013787,540.0
2663,65.0,8850,1916,815,1690,225.0,OldTown,Corner,IR1,7,6,1950,875,7,144000,12.433472881653598,1885060.4129606031,815.0
2664,60.0,3600,1910,684,1368,216.0,OldTown,Inside,Reg,6,7,1993,684,7,114504,12.182704713606574,1847041.0155713484,684.0
2665,60.0,7200,1920,998,1762,576.0,OldTown,Corner,Reg,7,7,1950,764,8,157000,12.528151533687474,1899414.8077946368,596.0
2666,84.0,11340,1923,1200,1200,312.0,OldTown,Corner,Reg,6,5,1950,0,7,125000,12.278608435278668,1861581.1453404357,1200.0
2667,90.0,22950,1892,1518,3608,840.0,OldTown,Inside,IR2,10,9,1993,1518,12,475000,13.746389273793707,2084113.9469094558,1107.0
2668,33.0,5976,1920,624,1248,0.0,OldTown,Inside,Reg,5,7,1950,624,8,93500,11.961355878308378,1813481.9343036169,624.0
2669,65.0,9750,1958,960,960,624.0,OldTown,Inside,Reg,5,5,1958,0,5,125000,12.278608435278668,1861581.1453404357,960.0
2670,63.0,4761,1918,1020,1020,0.0,IDOTRR,Corner,Reg,3,3,1950,0,5,64500,11.556684810751348,1752129.051084006,1020.0
2671,,7446,1941,788,788,0.0,BrkSide,Corner,Reg,4,5,1950,0,4,100000,12.034728695038693,1824606.1144520135,788.0
2672,65.0,6435,1939,972,1577,312.0,BrkSide,Inside,Reg,6,5,1950,605,6,140200,12.404190763090815,1880620.9001200846,972.0
2673,69.0,11737,1924,1017,1827,240.0,BrkSide,Inside,IR1,6,7,1996,810,9,202500,12.807289312278943,1941735.3710992767,848.0
2674,50.0,5000,1947,1004,1664,420.0,BrkSide,Corner,Reg,6,7,1950,660,7,159000,12.542022864994536,1901517.8644201574,1004.0
2675,65.0,7800,1939,793,1118,410.0,OldTown,Inside,Reg,5,7,1950,325,5,119900,12.23305021336106,1854673.9842086085,793.0
2676,52.0,6240,1934,816,1176,528.0,BrkSide,Inside,Reg,6,6,1950,0,6,114500,12.182666526440638,1847035.2259488103,816.0
2677,,6240,1936,896,1344,240.0,BrkSide,Inside,Reg,5,4,1950,448,7,115000,12.18742969204927,1847757.3777574566,896.0
2678,51.0,6120,1930,728,1162,258.0,BrkSide,Inside,Reg,3,5,1950,434,6,75000,11.720926273801668,1777029.984484498,728.0
2679,51.0,6120,1925,1015,1015,450.0,BrkSide,Inside,Reg,5,7,1950,0,6,88000,11.89520338391532,1803452.4397620722,768.0
2680,52.0,6240,1947,672,912,0.0,BrkSide,Inside,Reg,4,5,1950,240,3,80500,11.798056898040095,1788723.8923542248,0.0
2681,52.0,6240,1928,1042,1576,225.0,BrkSide,Inside,Reg,5,6,1950,534,8,149000,12.47085489470052,1890727.9648684456,1042.0
2682,51.0,6120,1930,741,1324,180.0,BrkSide,Inside,Reg,5,7,1984,583,7,110000,12.138844925637665,1840391.3569596305,741.0
2683,50.0,6000,1925,1103,1103,440.0,OldTown,Inside,Reg,6,6,1980,0,5,110500,12.143800990977665,1841142.7546314993,1103.0
2684,50.0,6000,1921,616,616,205.0,BrkSide,Inside,Reg,5,7,1950,0,4,89000,11.90753093052516,1805321.4405090369,616.0
2685,58.0,6380,1922,1048,1048,280.0,BrkSide,Inside,Reg,5,6,1950,0,5,113000,12.168252188171804,1844849.8430949429,993.0
2686,50.0,11672,1925,816,816,210.0,BrkSide,Inside,IR2,5,5,1950,0,4,109000,12.128865372728077,1838878.3396146009,816.0
2687,90.0,33120,1962,1611,2486,576.0,OldTown,Inside,IR3,6,5,1962,875,8,220000,12.898320618251024,1955536.785463665,1595.0
2688,60.0,9873,1970,960,960,576.0,BrkSide,Inside,Reg,4,5,1970,0,6,129000,12.31306771470775,1866805.5765294663,960.0
2689,59.0,5310,1910,1001,1635,255.0,OldTown,Corner,Reg,6,8,2003,634,5,117000,12.206279038744206,1850615.1599397168,485.0
2690,153.0,4118,1941,693,693,0.0,OldTown,Corner,IR1,4,4,1950,0,4,52500,11.332823664206298,1718189.073945782,693.0
2691,60.0,10320,1924,834,1430,370.0,IDOTRR,Inside,Reg,4,5,1950,596,7,107000,12.108630758042965,1835810.5345469855,596.0
2692,60.0,7518,1910,665,1330,390.0,IDOTRR,FR3,Reg,5,8,2004,665,7,116500,12.201596850966567,1849905.285320638,396.0
2693,50.0,9000,1919,819,819,0.0,IDOTRR,Inside,Reg,5,4,1950,0,4,72000,11.676453692541987,1770287.419217918,610.0
2694,50.0,8600,1937,780,1376,198.0,IDOTRR,Inside,Reg,6,6,1950,596,7,119500,12.229396082146843,1854119.9750302222,780.0
2695,60.0,7200,1938,803,1360,297.0,IDOTRR,Corner,Reg,5,6,1995,557,6,125500,12.28297521417343,1862243.2002711047,803.0
2696,60.0,9786,1922,1077,1077,210.0,IDOTRR,Inside,Reg,3,4,1950,0,6,91000,11.931778951981087,1808997.7251460208,1007.0
2697,60.0,6780,1935,520,754,0.0,IDOTRR,Inside,Reg,6,8,1982,0,5,84500,11.850934586113002,1796740.7704593122,520.0
2698,60.0,7200,1930,984,984,308.0,IDOTRR,Corner,Reg,6,6,1950,0,6,90000,11.91972178337003,1807169.7168769375,984.0
2699,82.0,12375,1951,1081,1422,288.0,Sawyer,Inside,Reg,5,5,1951,341,7,137500,12.382902413782949,1877393.3365166162,806.0
2700,120.0,11136,1964,1921,1921,576.0,Sawyer,Corner,Reg,6,5,1964,0,8,150000,12.478181728317502,1891838.7988353644,1921.0
2701,100.0,21370,1950,1640,1640,394.0,Sawyer,FR2,Reg,5,5,1950,0,7,131000,12.329901704025309,1869357.8068802918,0.0
2702,92.0,6930,1958,1352,1352,288.0,ClearCr,Inside,IR1,5,4,1958,0,6,130000,12.321516835275267,1868086.5623696875,1062.0
2703,55.0,8250,1935,1032,1032,260.0,Edwards,Inside,Reg,5,7,1950,0,6,125000,12.278608435278668,1861581.1453404357,0.0
2704,50.0,5220,1936,879,879,180.0,SWISU,Inside,IR1,5,3,1950,0,4,80000,11.79126459828645,1787694.0999944855,830.0
2705,50.0,5500,2004,1073,1073,246.0,SWISU,Inside,Reg,7,5,2004,0,4,157000,12.528151533687474,1899414.8077946368,1073.0
2706,75.0,11235,1963,1382,1382,459.0,Sawyer,Inside,Reg,4,5,1979,0,6,148000,12.463479100182681,1889609.7078543305,1051.0
2707,72.0,10791,1967,1296,1296,516.0,Sawyer,Inside,Reg,4,5,1967,0,6,90000,11.91972178337003,1807169.7168769375,0.0
2708,70.0,8414,1963,1068,1068,264.0,Sawyer,Inside,Reg,6,8,2003,0,6,154500,12.510563671302611,1896748.281439057,1059.0
2709,,11327,1967,1064,1064,528.0,Sawyer,Inside,IR1,5,6,1967,0,6,153600,12.50416282380033,1895777.8378348604,1064.0
2710,96.0,11777,1966,1320,1320,564.0,Sawyer,Inside,IR1,5,6,1966,0,6,164500,12.579294388691615,1907168.6648458203,1164.0
2711,80.0,10366,1964,934,934,336.0,Sawyer,Corner,IR1,6,7,1964,0,4,132000,12.33822329447938,1870619.4576585717,912.0
2712,75.0,9000,1966,1059,1059,286.0,Sawyer,Corner,Reg,5,6,1966,0,6,142500,12.422006808738782,1883322.0217363995,1059.0
2713,,11553,1968,1159,1159,336.0,Sawyer,Inside,IR1,5,5,1968,0,7,158000,12.535108980019043,1900469.6383138152,1051.0
2714,74.0,7844,1978,672,1400,440.0,Sawyer,Inside,Reg,6,7,1978,728,6,149500,12.474524390806284,1891284.3035447195,672.0
2715,,9535,1967,1458,1458,512.0,Sawyer,Inside,IR1,5,5,1967,0,7,165000,12.582621162671286,1907673.0428254565,1176.0
2716,78.0,10335,1968,1721,1721,440.0,Sawyer,Inside,IR1,5,6,1993,0,7,180000,12.678033360559553,1922138.651820201,1461.0
2717,,7176,1978,1040,1040,616.0,Sawyer,CulDSac,IR1,6,6,1978,0,6,160500,12.552313202472313,1903078.000353217,960.0
2718,,9662,1977,1967,1967,580.0,Sawyer,Inside,IR1,5,4,1977,0,10,156500,12.524656302127141,1898884.8896686877,1967.0
2719,75.0,8235,1977,1949,1949,586.0,Sawyer,Inside,Reg,5,4,1977,0,10,157000,12.528151533687474,1899414.8077946368,1949.0
2720,,13650,1958,1252,1920,451.0,Sawyer,Inside,Reg,5,5,1958,668,8,172500,12.631356748785452,1915061.9296602695,1052.0
2721,88.0,13125,1957,1803,1803,484.0,Sawyer,Corner,Reg,5,4,2000,0,8,155000,12.514103728048559,1897284.9955892342,1134.0
2722,102.0,17920,1955,1779,1779,454.0,Sawyer,Inside,Reg,5,4,1974,0,6,170000,12.6153492344072,1912635.0026100783,1763.0
2723,,17529,1924,872,872,322.0,Sawyer,Inside,Reg,5,5,1950,0,5,105000,12.088017281578024,1832685.2895870747,872.0
2724,,10246,1965,960,960,364.0,Sawyer,CulDSac,IR1,4,9,2001,0,3,145000,12.44105127001697,1886209.3855794172,648.0
2725,,14175,1956,1437,1437,576.0,Sawyer,Corner,Reg,5,6,1987,0,6,168000,12.602374118632742,1910667.8227776357,1188.0
2726,,20355,1967,1830,1830,521.0,ClearCr,Inside,Reg,7,6,1967,0,6,278000,13.155615329807958,1994545.683447086,1865.0
2727,87.0,13050,1963,1000,1000,575.0,ClearCr,Inside,Reg,5,6,1963,0,4,164000,12.575957565061408,1906662.7632212131,1000.0
2728,81.0,15593,1953,1304,2287,667.0,ClearCr,Corner,Reg,7,4,1953,983,7,225000,12.923011354703972,1959280.1908900742,1304.0
2729,72.0,10820,1971,810,810,576.0,Sawyer,Corner,Reg,5,7,1972,0,4,130000,12.321516835275267,1868086.5623696875,782.0
2730,100.0,13350,1974,894,894,440.0,Sawyer,Inside,IR1,5,5,1974,0,5,142500,12.422006808738782,1883322.0217363995,864.0
2731,,1700,1980,880,1700,450.0,ClearCr,Inside,Reg,7,5,1981,680,7,148400,12.46643533532435,1890057.9077973417,430.0
2732,,5271,1986,1453,1453,445.0,ClearCr,Inside,IR1,7,5,1986,0,6,190000,12.737352669386858,1931132.155233036,1453.0
2733,75.0,9375,1954,1350,1350,504.0,Edwards,Corner,Reg,4,5,1954,0,6,146000,12.448577969617805,1887350.521575199,967.0
2734,62.0,6488,1942,799,1150,215.0,Edwards,Inside,Reg,5,5,1950,351,6,128000,12.304553346131259,1865514.6983253085,799.0
2735,78.0,7800,1948,1112,2008,230.0,Edwards,Inside,Reg,5,8,2002,896,8,225000,12.923011354703972,1959280.1908900742,896.0
2736,,19690,1966,1575,2201,432.0,Edwards,CulDSac,IR1,6,7,1966,626,8,274970,13.143554630167232,1992717.1398324647,697.0
2737,114.0,19950,1928,1337,2009,795.0,Edwards,Corner,Reg,6,7,1950,672,8,235000,12.97080012508741,1966525.5293479078,672.0
2738,60.0,19800,1935,1836,3672,836.0,Edwards,Inside,Reg,6,8,1990,1836,7,415000,13.597240374786747,2061501.2233501705,1836.0
2739,78.0,11679,1962,1560,1560,528.0,Edwards,Inside,IR1,5,5,1962,0,6,182000,12.69015458418462,1923976.3715811854,1776.0
2740,80.0,12048,1952,1488,1488,569.0,Edwards,Inside,Reg,5,6,2002,0,7,135000,12.362817805398366,1874348.274164692,0.0
2741,70.0,10519,1955,1057,1057,288.0,Edwards,Inside,Reg,5,8,1999,0,6,137000,12.378914642628803,1876788.7436076074,1057.0
2742,75.0,9525,1954,1216,1855,325.0,Edwards,Inside,Reg,6,4,1972,639,7,136900,12.378115355499693,1876667.5622980855,994.0
2743,75.0,9525,1953,1068,1609,305.0,Edwards,Inside,Reg,6,5,1953,541,7,149900,12.477451229621742,1891728.0466596673,1000.0
2744,57.0,6420,1952,1148,1148,308.0,Edwards,Inside,IR1,5,7,1952,0,6,123500,12.265403331254612,1859579.096590121,980.0
2745,77.0,8335,1954,1124,1124,0.0,Edwards,Corner,Reg,5,5,1954,0,5,93000,11.955503786725863,1812594.6885372705,0.0
2746,50.0,7585,1948,1002,1456,280.0,Edwards,Inside,Reg,5,3,1950,454,7,91500,11.937758318145255,1809904.2672326858,810.0
2747,,11200,1985,1298,1298,403.0,SawyerW,Inside,Reg,6,5,1985,0,5,180000,12.678033360559553,1922138.651820201,1298.0
2748,88.0,12128,1989,1313,2559,506.0,SawyerW,Inside,IR1,6,4,1989,1246,9,209000,12.841980996396698,1946995.0375667063,868.0
2749,80.0,9554,1993,1065,1911,471.0,SawyerW,Inside,IR1,8,5,1994,846,8,215000,12.873066617774727,1951707.982600628,777.0
2750,73.0,9069,1993,1440,1440,920.0,SawyerW,Inside,Reg,6,8,1993,0,8,224500,12.92056691195308,1958909.5846801,1344.0
2751,133.0,11003,2005,1308,1876,848.0,CollgCr,Inside,IR2,7,5,2006,568,7,229800,12.946207457396236,1962796.9922967558,1308.0
2752,64.0,7488,2005,1208,1208,632.0,CollgCr,Inside,IR1,7,5,2005,0,6,183600,12.699756768951197,1925432.1754867923,1208.0
2753,64.0,7406,2006,1220,1220,632.0,CollgCr,Inside,Reg,7,5,2006,0,6,194000,12.76021712315389,1934598.674770291,1199.0
2754,64.0,6762,2006,1294,1294,662.0,CollgCr,Inside,Reg,7,5,2006,0,6,193879,12.759532362152031,1934494.8569657889,1286.0
2755,86.0,11210,2005,1614,1614,865.0,CollgCr,Inside,IR1,7,5,2006,0,7,221500,12.905785827256787,1956668.598763551,1614.0
2756,73.0,8990,2006,1498,1498,675.0,CollgCr,Inside,IR1,7,5,2006,0,5,204900,12.820225553216464,1943696.65705019,1498.0
2757,73.0,8760,2006,1391,1962,868.0,CollgCr,Inside,Reg,7,5,2006,571,7,239799,12.993021797433268,1969894.5956777807,1391.0
2758,90.0,13377,2006,1846,1846,495.0,CollgCr,Corner,Reg,6,5,2006,0,7,233555,12.964020809552254,1965497.7055480785,1836.0
2759,78.0,11645,2005,1734,1734,660.0,CollgCr,Inside,Reg,7,5,2005,0,7,260000,13.081962992191531,1983379.1246517876,1734.0
2760,78.0,11645,2005,1590,1590,754.0,CollgCr,Inside,Reg,8,5,2006,0,6,294900,13.220579987644015,2004395.0880256733,1570.0
2761,91.0,10984,2005,945,1809,638.0,CollgCr,Corner,IR1,7,5,2006,864,8,209700,12.845652967196676,1947551.7514356696,945.0
2762,78.0,9316,2005,1614,1614,576.0,CollgCr,Inside,Reg,7,5,2005,0,7,225000,12.923011354703972,1959280.1908900742,1614.0
2763,78.0,9316,2005,784,1596,610.0,CollgCr,Inside,IR1,7,5,2005,812,6,181000,12.68411058649938,1923060.0305973804,784.0
2764,80.0,10041,1992,927,1915,506.0,SawyerW,Inside,IR1,8,5,1992,988,8,220000,12.898320618251024,1955536.785463665,908.0
2765,,36500,1964,1582,1582,390.0,ClearCr,Inside,IR1,5,5,1964,0,7,190000,12.737352669386858,1931132.155233036,1624.0
2766,,21453,1969,988,988,540.0,ClearCr,CulDSac,IR1,6,5,1969,0,4,180000,12.678033360559553,1922138.651820201,938.0
2767,62.0,70761,1975,1533,1533,576.0,ClearCr,Inside,IR1,7,5,1975,0,5,280000,13.163504927241059,1995741.8390133479,1533.0
2768,80.0,12000,1968,1388,1388,522.0,ClearCr,Inside,Reg,6,5,1968,0,6,158900,12.541333421169245,1901413.336644662,1388.0
2769,57.0,8846,1996,914,914,576.0,CollgCr,CulDSac,IR1,5,5,1996,0,5,148000,12.463479100182681,1889609.7078543305,870.0
2770,95.0,13015,1996,1100,1100,462.0,CollgCr,Corner,Reg,5,6,1996,0,5,145000,12.44105127001697,1886209.3855794172,1100.0
2771,65.0,12438,1995,795,1499,473.0,CollgCr,Inside,IR1,6,5,1995,704,6,187000,12.71988864113614,1928484.4035855571,781.0
2772,,8685,1998,1425,1425,591.0,CollgCr,CulDSac,IR1,7,5,1998,0,5,193000,12.754545173589703,1933738.740648142,1425.0
2773,43.0,13568,1995,990,990,576.0,CollgCr,CulDSac,IR2,5,5,1995,0,5,156000,12.521149971440826,1898353.2887849724,990.0
2774,70.0,9100,2000,1525,1525,541.0,CollgCr,Inside,Reg,7,5,2000,0,6,235000,12.97080012508741,1966525.5293479078,1525.0
2775,79.0,9236,1997,1494,1494,576.0,CollgCr,Inside,IR1,6,5,1997,0,6,217000,12.883237458892761,1953250.0014830937,1479.0
2776,78.0,10264,1999,1588,1588,472.0,CollgCr,Inside,IR1,7,5,1999,0,6,214000,12.867945934618854,1950931.6269358578,1588.0
2777,68.0,9272,1999,856,1749,515.0,CollgCr,Inside,IR1,7,5,1999,893,7,196000,12.77147449879246,1936305.4250380616,842.0
2778,72.0,13426,1999,951,1779,586.0,CollgCr,Corner,IR1,7,5,2000,828,7,217000,12.883237458892761,1953250.0014830937,951.0
2779,95.0,13450,2002,920,1861,492.0,CollgCr,Corner,IR1,7,5,2002,941,8,200000,12.793651258901441,1939667.6821457162,916.0
2780,65.0,14006,2002,936,1776,474.0,CollgCr,Inside,IR1,7,5,2002,840,7,192500,12.751698253087563,1933307.114087443,936.0
2781,118.0,13704,2001,1541,1541,843.0,CollgCr,Corner,IR1,7,5,2002,0,6,205000,12.820761294744583,1943777.8817535243,1541.0
2782,55.0,10780,1976,954,954,576.0,CollgCr,Inside,IR1,5,5,1976,0,6,132500,12.342360658540704,1871246.730607993,911.0
2783,50.0,8340,1977,686,1388,317.0,CollgCr,Inside,IR1,6,6,1977,702,6,157500,12.531635736435762,1899943.053823244,675.0
2784,42.0,10385,1978,1282,1282,672.0,CollgCr,CulDSac,IR1,6,6,1978,0,6,174000,12.640851117463459,1916501.3873814833,995.0
2785,69.0,9920,1969,971,971,300.0,CollgCr,Inside,IR1,5,6,1969,0,5,128500,12.308818749587362,1866161.3835496993,971.0
2786,120.0,9560,1972,864,864,288.0,CollgCr,Corner,IR1,5,7,1972,0,5,128500,12.308818749587362,1866161.3835496993,864.0
2787,70.0,9800,1972,894,894,552.0,CollgCr,Corner,Reg,5,7,1972,0,5,149900,12.477451229621742,1891728.0466596673,894.0
2788,60.0,7200,1972,864,864,297.0,CollgCr,Inside,Reg,5,8,1972,0,5,119900,12.23305021336106,1854673.9842086085,864.0
2789,,3612,1993,630,1320,484.0,Landmrk,Inside,IR1,6,5,1994,690,5,137000,12.378914642628803,1876788.7436076074,630.0
2790,90.0,11367,2002,1091,1989,586.0,CollgCr,Corner,Reg,8,5,2002,898,7,255000,13.060604664270718,1980140.9514693024,1065.0
2791,,9930,2002,878,1762,591.0,CollgCr,Inside,IR1,7,5,2002,884,6,222000,12.908263085802183,1957044.1802331062,826.0
2792,45.0,9468,1999,840,1755,530.0,CollgCr,CulDSac,IR2,6,5,1999,915,7,214000,12.867945934618854,1950931.6269358578,840.0
2793,,11088,2002,1358,1358,418.0,CollgCr,Corner,Reg,8,5,2002,0,5,220000,12.898320618251024,1955536.785463665,1348.0
2794,,14781,2001,1787,1787,748.0,CollgCr,CulDSac,IR2,8,5,2002,0,7,275000,13.143674688232954,1992735.3420442767,1753.0
2795,70.0,8726,2002,872,1909,529.0,CollgCr,Inside,Reg,7,5,2002,1037,8,197000,12.777060510239725,1937152.329933085,872.0
2796,,8125,2002,1654,1654,900.0,CollgCr,Inside,Reg,7,5,2002,0,6,230000,12.947163496495815,1962941.9390447019,1654.0
2797,67.0,10566,1999,1090,2214,646.0,CollgCr,Inside,IR1,8,5,1999,1124,8,268500,13.117353585607765,1988744.7539715385,1090.0
2798,,21533,1996,1065,2049,467.0,CollgCr,FR2,IR2,7,5,1997,984,9,210900,12.85191956631526,1948501.8414093046,1065.0
2799,90.0,11250,1998,1070,1939,555.0,CollgCr,Corner,IR1,7,5,1998,869,8,227000,12.93273551615301,1960754.4878923125,1054.0
2800,90.0,11250,1995,950,1995,610.0,CollgCr,Corner,Reg,7,5,1996,1045,8,237000,12.98011532334383,1967937.8227303936,930.0
2801,75.0,9750,1998,1108,2097,583.0,CollgCr,Corner,Reg,7,6,1998,989,8,274300,13.140869941094815,1992310.1094605266,1108.0
2802,70.0,9100,2004,1836,1836,484.0,CollgCr,Inside,Reg,7,5,2005,0,8,216837,12.882412024277778,1953124.8559078365,1860.0
2803,37.0,4435,2003,848,848,420.0,CollgCr,Inside,Reg,6,5,2003,0,4,133000,12.346482558172092,1871871.658968338,848.0
2804,37.0,4435,2004,848,848,420.0,CollgCr,Inside,Reg,6,5,2004,0,3,155900,12.520447367173364,1898246.765731984,848.0
2805,120.0,15611,2006,1079,1919,685.0,CollgCr,Inside,Reg,8,5,2006,840,8,233230,12.96249031710551,1965265.6649306954,1079.0
2806,70.0,8810,2003,1390,1390,545.0,CollgCr,Inside,Reg,7,5,2003,0,7,207000,12.83142200987784,1945394.1712860498,1390.0
2807,41.0,12393,2004,847,1948,434.0,CollgCr,FR2,IR2,7,5,2005,1101,8,195000,12.765860133244088,1935454.2213285416,847.0
2808,70.0,9135,2003,1700,1700,544.0,CollgCr,Inside,Reg,6,5,2003,0,7,200000,12.793651258901441,1939667.6821457162,1682.0
2809,74.0,8581,2006,851,1737,578.0,CollgCr,Inside,IR1,7,5,2006,886,7,203160,12.810861882968732,1942277.0147449358,851.0
2810,70.0,8400,2005,784,1611,572.0,CollgCr,Inside,Reg,7,5,2005,827,6,195800,12.770353903241041,1936135.5296007222,784.0
2811,84.0,10084,2005,1552,1552,782.0,CollgCr,Inside,Reg,7,5,2006,0,7,212900,12.862285684678064,1950073.466613927,1552.0
2812,89.0,11645,2004,860,1720,565.0,CollgCr,Corner,IR1,7,5,2004,860,7,196500,12.774271030799133,1936729.4121114674,860.0
2813,65.0,8772,2005,1336,1336,502.0,CollgCr,FR2,Reg,7,5,2006,0,6,198000,12.78261845362598,1937994.97938064,1336.0
2814,68.0,8846,2005,750,1500,564.0,CollgCr,Inside,Reg,6,5,2006,750,6,173900,12.640220691110201,1916405.8073473992,750.0
2815,65.0,8461,2005,728,1456,390.0,CollgCr,Inside,Reg,6,5,2006,728,8,163990,12.575890725663422,1906652.6295840223,728.0
2816,65.0,8767,2005,1310,1310,400.0,CollgCr,Inside,IR1,7,5,2005,0,6,164990,12.58255472528551,1907662.9701380397,1310.0
2817,67.0,8777,1910,760,1436,528.0,Edwards,Inside,Reg,4,6,2000,676,6,98000,12.01266912876454,1821261.6253051527,676.0
2818,134.0,17755,1959,1466,1466,528.0,Edwards,Inside,Reg,5,4,1959,0,6,149900,12.477451229621742,1891728.0466596673,1466.0
2819,67.0,8877,1951,1220,1220,396.0,Edwards,Inside,Reg,4,5,1951,0,6,102000,12.05635471583368,1827884.8730159746,836.0
2820,38.0,7840,1975,1012,1012,0.0,Edwards,CulDSac,IR1,6,5,1975,0,4,127500,12.300271376156855,1864865.5014223144,976.0
2821,35.0,9400,1975,980,980,0.0,Edwards,CulDSac,IR1,6,5,1975,0,4,127500,12.300271376156855,1864865.5014223144,945.0
2822,73.0,16133,1969,1176,1176,360.0,Edwards,Inside,Reg,5,4,1969,0,5,119900,12.23305021336106,1854673.9842086085,1176.0
2823,62.0,7162,2003,806,1724,616.0,Edwards,Inside,Reg,7,5,2004,918,8,196500,12.774271030799133,1936729.4121114674,796.0
2824,75.0,8050,2002,914,914,0.0,Edwards,Inside,Reg,6,5,2002,0,4,117250,12.208612691690684,1850968.9691150659,914.0
2825,90.0,11060,2003,1164,2314,502.0,Edwards,Corner,IR1,7,5,2005,1150,9,229000,12.942375026054043,1962215.9507263654,1150.0
2826,35.0,3675,2005,1072,1072,525.0,Edwards,Inside,Reg,5,5,2005,0,5,145000,12.44105127001697,1886209.3855794172,547.0
2827,35.0,3675,2005,1072,1072,525.0,Edwards,Inside,Reg,6,5,2006,0,5,140000,12.402627859225918,1880383.9455513142,547.0
2828,35.0,3675,2005,1072,1072,525.0,Edwards,Inside,Reg,6,5,2006,0,5,142500,12.422006808738782,1883322.0217363995,547.0
2829,24.0,2522,2004,970,1709,380.0,Edwards,Inside,Reg,7,5,2004,739,7,134000,12.354680425308718,1873114.551839625,970.0
2830,24.0,2522,2004,970,1709,380.0,Edwards,Inside,Reg,7,5,2004,739,7,130000,12.321516835275267,1868086.5623696875,970.0
2831,24.0,2522,2004,970,1709,380.0,Edwards,Inside,Reg,6,5,2006,739,7,130000,12.321516835275267,1868086.5623696875,970.0
2832,24.0,2522,2004,970,1709,380.0,Edwards,Inside,Reg,7,5,2004,739,7,137500,12.382902413782949,1877393.3365166162,970.0
2833,32.0,3363,2004,976,1708,380.0,Edwards,Inside,Reg,7,5,2004,732,7,130000,12.321516835275267,1868086.5623696875,976.0
2834,56.0,6956,1948,624,936,265.0,Edwards,Inside,Reg,4,7,1950,312,5,97900,12.01155445503801,1821092.6276859622,624.0
2835,72.0,7822,1915,846,1338,528.0,Edwards,Corner,Reg,6,3,1950,492,7,92000,11.94370534745965,1810805.9066734116,832.0
2836,62.0,8707,1924,1093,1669,288.0,Edwards,FR2,Reg,4,5,1950,576,9,107000,12.108630758042965,1835810.5345469855,1093.0
