BldgType,GrLivArea,TotalBsmtSF,OverallQual,GarageCars,GarageArea,Neighborhood,YearBuilt,YearRemodAdd,YrSold,SaleType,SaleCondition,TotRmsAbvGrd,FullBath,@1stFlrSF,@2ndFlrSF,SalePrice,Foundation
Single Family Residential,1020,1020,3,0,0,IDOTRR,1918,1950,2006,ConLD,Normal,5,1,1020,0,64500,BrkTil
Single Family Residential,788,788,4,0,0,BrkSide,1941,1950,2006,WD,Abnorml,4,1,788,0,100000,CBlock
Single Family Residential,1577,972,6,1,312,BrkSide,1939,1950,2006,WD,Normal,6,1,972,605,140200,BrkTil
Single Family Residential,1827,848,6,1,240,BrkSide,1924,1996,2006,WD,Normal,9,1,1017,810,202500,BrkTil
Single Family Residential,1664,1004,6,2,420,BrkSide,1947,1950,2006,WD,Normal,7,2,1004,660,159000,CBlock
Two Family Conversion,1118,793,5,2,410,OldTown,1939,1950,2006,WD,Normal,5,1,793,325,119900,CBlock
Single Family Residential,1176,816,6,2,528,BrkSide,1934,1950,2006,WD,Normal,6,1,816,0,114500,PConc
Single Family Residential,1344,896,5,1,240,BrkSide,1936,1950,2006,WD,Normal,7,1,896,448,115000,BrkTil
Single Family Residential,1162,728,3,1,258,BrkSide,1930,1950,2006,ConLI,Abnorml,6,1,728,434,75000,CBlock
Single Family Residential,1015,768,5,1,450,BrkSide,1925,1950,2006,WD,Abnorml,6,1,1015,0,88000,BrkTil
Single Family Residential,912,0,4,0,0,BrkSide,1947,1950,2006,WD,Normal,3,1,672,240,80500,Slab
Single Family Residential,1576,1042,5,1,225,BrkSide,1928,1950,2006,WD,Family,8,1,1042,534,149000,BrkTil
Single Family Residential,1324,741,5,1,180,BrkSide,1930,1984,2006,WD,Normal,7,1,741,583,110000,BrkTil
Single Family Residential,1103,1103,6,2,440,OldTown,1925,1980,2006,WD,Normal,5,1,1103,0,110500,BrkTil
Single Family Residential,616,616,5,1,205,BrkSide,1921,1950,2006,WD,Normal,4,1,616,0,89000,CBlock
Single Family Residential,1048,993,5,1,280,BrkSide,1922,1950,2006,WD,Normal,5,1,1048,0,113000,BrkTil
Single Family Residential,816,816,5,1,210,BrkSide,1925,1950,2006,WD,Normal,4,1,816,0,109000,BrkTil
Single Family Residential,2486,1595,6,2,576,OldTown,1962,1962,2006,WD,Normal,8,2,1611,875,220000,CBlock
Two Family Conversion,960,960,4,2,576,BrkSide,1970,1970,2006,WD,Normal,6,1,960,0,129000,CBlock
Single Family Residential,1635,485,6,1,255,OldTown,1910,2003,2006,WD,Normal,5,1,1001,634,117000,CBlock
Single Family Residential,693,693,4,0,0,OldTown,1941,1950,2006,WD,Normal,4,1,693,0,52500,CBlock
Single Family Residential,1430,596,4,2,370,IDOTRR,1924,1950,2006,WD,Abnorml,7,2,834,596,107000,BrkTil
Single Family Residential,1330,396,5,1,390,IDOTRR,1910,2004,2006,WD,Normal,7,1,665,665,116500,BrkTil
Single Family Residential,819,610,5,0,0,IDOTRR,1919,1950,2006,WD,Abnorml,4,1,819,0,72000,BrkTil
Single Family Residential,1376,780,6,1,198,IDOTRR,1937,1950,2006,WD,Normal,7,2,780,596,119500,BrkTil
Single Family Residential,1360,803,5,1,297,IDOTRR,1938,1995,2006,WD,Normal,6,1,803,557,125500,CBlock
Single Family Residential,1077,1007,3,1,210,IDOTRR,1922,1950,2006,WD,Normal,6,1,1077,0,91000,BrkTil
Two Family Conversion,754,520,6,0,0,IDOTRR,1935,1982,2006,WD,Normal,5,1,520,0,84500,CBlock
Single Family Residential,984,984,6,1,308,IDOTRR,1930,1950,2006,ConLI,Family,6,1,984,0,90000,BrkTil
Single Family Residential,1422,806,5,1,288,Sawyer,1951,1951,2006,WD,Normal,7,1,1081,341,137500,CBlock
Duplex,1921,1921,6,2,576,Sawyer,1964,1964,2006,WD,Normal,8,2,1921,0,150000,CBlock
Single Family Residential,1640,0,5,2,394,Sawyer,1950,1950,2006,WD,Normal,7,1,1640,0,131000,Slab
Single Family Residential,1352,1062,5,1,288,ClearCr,1958,1958,2006,WD,Abnorml,6,1,1352,0,130000,CBlock
Single Family Residential,1032,0,5,1,260,Edwards,1935,1950,2006,WD,Normal,6,1,1032,0,125000,Slab
Single Family Residential,879,830,5,1,180,SWISU,1936,1950,2006,WD,Normal,4,1,879,0,80000,BrkTil
Single Family Residential,1073,1073,7,1,246,SWISU,2004,2004,2006,WD,Normal,4,2,1073,0,157000,PConc
Single Family Residential,1382,1051,4,2,459,Sawyer,1963,1979,2006,WD,Normal,6,1,1382,0,148000,CBlock
Duplex,1296,0,4,2,516,Sawyer,1967,1967,2006,WD,Normal,6,2,1296,0,90000,Slab
Single Family Residential,1068,1059,6,1,264,Sawyer,1963,2003,2006,WD,Normal,6,1,1068,0,154500,CBlock
Single Family Residential,1064,1064,5,2,528,Sawyer,1967,1967,2006,WD,Normal,6,1,1064,0,153600,CBlock
Single Family Residential,1320,1164,5,2,564,Sawyer,1966,1966,2006,WD,Abnorml,6,1,1320,0,164500,CBlock
Single Family Residential,934,912,6,1,336,Sawyer,1964,1964,2006,WD,Normal,4,1,934,0,132000,CBlock
Single Family Residential,1059,1059,5,1,286,Sawyer,1966,1966,2006,WD,Abnorml,6,1,1059,0,142500,CBlock
Single Family Residential,1159,1051,5,1,336,Sawyer,1968,1968,2006,WD,Normal,7,1,1159,0,158000,CBlock
Single Family Residential,1400,672,6,2,440,Sawyer,1978,1978,2006,WD,Normal,6,1,672,728,149500,CBlock
Single Family Residential,1458,1176,5,2,512,Sawyer,1967,1967,2006,WD,Normal,7,1,1458,0,165000,CBlock
Single Family Residential,1721,1461,5,2,440,Sawyer,1968,1993,2006,WD,Normal,7,2,1721,0,180000,CBlock
Single Family Residential,1040,960,6,2,616,Sawyer,1978,1978,2006,WD,Normal,6,1,1040,0,160500,CBlock
Duplex,1967,1967,5,2,580,Sawyer,1977,1977,2006,WD,Normal,10,2,1967,0,156500,CBlock
Duplex,1949,1949,5,2,586,Sawyer,1977,1977,2006,WD,Normal,10,2,1949,0,157000,CBlock
Single Family Residential,1920,1052,5,2,451,Sawyer,1958,1958,2006,WD,Normal,8,2,1252,668,172500,CBlock
Single Family Residential,1803,1134,5,2,484,Sawyer,1957,2000,2006,WD,Normal,8,2,1803,0,155000,CBlock
Single Family Residential,1779,1763,5,2,454,Sawyer,1955,1974,2006,WD,Abnorml,6,1,1779,0,170000,CBlock
Single Family Residential,872,872,5,1,322,Sawyer,1924,1950,2006,WD,Normal,5,1,872,0,105000,BrkTil
Single Family Residential,960,648,4,1,364,Sawyer,1965,2001,2006,WD,Normal,3,0,960,0,145000,CBlock
Single Family Residential,1437,1188,5,2,576,Sawyer,1956,1987,2006,WD,Normal,6,1,1437,0,168000,CBlock
Single Family Residential,1830,1865,7,2,521,ClearCr,1967,1967,2006,WD,Normal,6,1,1830,0,278000,CBlock
Single Family Residential,1000,1000,5,2,575,ClearCr,1963,1963,2006,WD,Normal,4,1,1000,0,164000,CBlock
Single Family Residential,2287,1304,7,2,667,ClearCr,1953,1953,2006,WD,Normal,7,2,1304,983,225000,CBlock
Single Family Residential,810,782,5,2,576,Sawyer,1971,1972,2006,WD,Normal,4,1,810,0,130000,PConc
Single Family Residential,894,864,5,2,440,Sawyer,1974,1974,2006,WD,Normal,5,1,894,0,142500,CBlock
Twnhs,1700,430,7,1,450,ClearCr,1980,1981,2006,WD,Normal,7,2,880,680,148400,PConc
Single Family Residential,1453,1453,7,2,445,ClearCr,1986,1986,2006,WD,Abnorml,6,1,1453,0,190000,PConc
Single Family Residential,1350,967,4,2,504,Edwards,1954,1954,2006,WD,Normal,6,1,1350,0,146000,CBlock
Single Family Residential,1150,799,5,1,215,Edwards,1942,1950,2006,WD,Family,6,1,799,351,128000,BrkTil
Single Family Residential,2008,896,5,1,230,Edwards,1948,2002,2006,WD,Normal,8,3,1112,896,225000,CBlock
Single Family Residential,2201,697,6,2,432,Edwards,1966,1966,2006,WD,Alloca,8,2,1575,626,274970,CBlock
Single Family Residential,2009,672,6,3,795,Edwards,1928,1950,2006,WD,Normal,8,2,1337,672,235000,PConc
Single Family Residential,3672,1836,6,2,836,Edwards,1935,1990,2006,WD,Normal,7,3,1836,1836,415000,BrkTil
Single Family Residential,1560,1776,5,2,528,Edwards,1962,1962,2006,WD,Normal,6,2,1560,0,182000,CBlock
Single Family Residential,1488,0,5,2,569,Edwards,1952,2002,2006,WD,Normal,7,1,1488,0,135000,Slab
Single Family Residential,1057,1057,5,1,288,Edwards,1955,1999,2006,WD,Normal,6,1,1057,0,137000,CBlock
Single Family Residential,1855,994,6,1,325,Edwards,1954,1972,2006,WD,Normal,7,2,1216,639,136900,CBlock
Single Family Residential,1609,1000,6,1,305,Edwards,1953,1953,2006,WD,Normal,7,1,1068,541,149900,CBlock
Single Family Residential,1148,980,5,1,308,Edwards,1952,1952,2006,WD,Normal,6,1,1148,0,123500,PConc
Single Family Residential,1124,0,5,0,0,Edwards,1954,1954,2006,WD,Normal,5,1,1124,0,93000,Slab
Single Family Residential,1456,810,5,1,280,Edwards,1948,1950,2006,WD,Normal,7,1,1002,454,91500,CBlock
Single Family Residential,1298,1298,6,2,403,SawyerW,1985,1985,2006,WD,Normal,5,2,1298,0,180000,CBlock
Single Family Residential,2559,868,6,2,506,SawyerW,1989,1989,2006,WD,Abnorml,9,2,1313,1246,209000,CBlock
Single Family Residential,1911,777,8,2,471,SawyerW,1993,1994,2006,WD,Normal,8,2,1065,846,215000,PConc
Duplex,1440,1344,6,4,920,SawyerW,1993,1993,2006,WD,Normal,8,2,1440,0,224500,PConc
Single Family Residential,1876,1308,7,3,848,CollgCr,2005,2006,2006,New,Partial,7,2,1308,568,229800,PConc
Single Family Residential,1208,1208,7,2,632,CollgCr,2005,2005,2006,WD,Abnorml,6,2,1208,0,183600,PConc
Single Family Residential,1220,1199,7,2,632,CollgCr,2006,2006,2006,New,Partial,6,2,1220,0,194000,PConc
Single Family Residential,1294,1286,7,2,662,CollgCr,2006,2006,2006,New,Partial,6,2,1294,0,193879,PConc
Single Family Residential,1614,1614,7,3,865,CollgCr,2005,2006,2006,New,Partial,7,2,1614,0,221500,PConc
Single Family Residential,1498,1498,7,2,675,CollgCr,2006,2006,2006,New,Partial,5,2,1498,0,204900,PConc
Single Family Residential,1962,1391,7,3,868,CollgCr,2006,2006,2006,New,Partial,7,2,1391,571,239799,PConc
Single Family Residential,1846,1836,6,2,495,CollgCr,2006,2006,2006,New,Partial,7,2,1846,0,233555,PConc
Single Family Residential,1734,1734,7,2,660,CollgCr,2005,2005,2006,WD,Normal,7,2,1734,0,260000,PConc
Single Family Residential,1590,1570,8,3,754,CollgCr,2005,2006,2006,New,Partial,6,2,1590,0,294900,PConc
Single Family Residential,1809,945,7,2,638,CollgCr,2005,2006,2006,New,Partial,8,2,945,864,209700,PConc
Single Family Residential,1614,1614,7,2,576,CollgCr,2005,2005,2006,WD,Normal,7,2,1614,0,225000,PConc
Single Family Residential,1596,784,7,2,610,CollgCr,2005,2005,2006,WD,Normal,6,2,784,812,181000,PConc
Single Family Residential,1915,908,8,2,506,SawyerW,1992,1992,2006,WD,Abnorml,8,2,927,988,220000,PConc
Single Family Residential,1582,1624,5,2,390,ClearCr,1964,1964,2006,WD,Normal,7,2,1582,0,190000,CBlock
Single Family Residential,988,938,6,2,540,ClearCr,1969,1969,2006,WD,Normal,4,1,988,0,180000,CBlock
Single Family Residential,1533,1533,7,2,576,ClearCr,1975,1975,2006,WD,Normal,5,2,1533,0,280000,CBlock
Single Family Residential,1388,1388,6,2,522,ClearCr,1968,1968,2006,COD,Abnorml,6,2,1388,0,158900,CBlock
Single Family Residential,914,870,5,2,576,CollgCr,1996,1996,2006,WD,Normal,5,1,914,0,148000,PConc
Single Family Residential,1100,1100,5,2,462,CollgCr,1996,1996,2006,WD,Normal,5,1,1100,0,145000,PConc
Single Family Residential,1499,781,6,2,473,CollgCr,1995,1995,2006,WD,Normal,6,2,795,704,187000,PConc
Single Family Residential,1425,1425,7,2,591,CollgCr,1998,1998,2006,WD,Normal,5,2,1425,0,193000,PConc
Single Family Residential,990,990,5,2,576,CollgCr,1995,1995,2006,WD,Normal,5,1,990,0,156000,PConc
Single Family Residential,1525,1525,7,2,541,CollgCr,2000,2000,2006,WD,Normal,6,2,1525,0,235000,PConc
Single Family Residential,1494,1479,6,2,576,CollgCr,1997,1997,2006,WD,Normal,6,2,1494,0,217000,PConc
Single Family Residential,1588,1588,7,2,472,CollgCr,1999,1999,2006,WD,Normal,6,2,1588,0,214000,PConc
Single Family Residential,1749,842,7,2,515,CollgCr,1999,1999,2006,WD,Normal,7,2,856,893,196000,PConc
Single Family Residential,1779,951,7,2,586,CollgCr,1999,2000,2006,WD,Normal,7,2,951,828,217000,PConc
Single Family Residential,1861,916,7,2,492,CollgCr,2002,2002,2006,WD,Normal,8,2,920,941,200000,PConc
Single Family Residential,1776,936,7,2,474,CollgCr,2002,2002,2006,WD,Normal,7,2,936,840,192500,PConc
Single Family Residential,1541,1541,7,3,843,CollgCr,2001,2002,2006,WD,Normal,6,2,1541,0,205000,PConc
Single Family Residential,954,911,5,2,576,CollgCr,1976,1976,2006,WD,Normal,6,1,954,0,132500,CBlock
Single Family Residential,1388,675,6,1,317,CollgCr,1977,1977,2006,WD,Normal,6,1,686,702,157500,CBlock
Single Family Residential,1282,995,6,3,672,CollgCr,1978,1978,2006,WD,Normal,6,2,1282,0,174000,CBlock
Single Family Residential,971,971,5,1,300,CollgCr,1969,1969,2006,WD,Normal,5,1,971,0,128500,CBlock
Single Family Residential,864,864,5,1,288,CollgCr,1972,1972,2006,WD,Normal,5,1,864,0,128500,CBlock
Single Family Residential,894,894,5,2,552,CollgCr,1972,1972,2006,WD,Abnorml,5,1,894,0,149900,PConc
Single Family Residential,864,864,5,1,297,CollgCr,1972,1972,2006,WD,Normal,5,1,864,0,119900,CBlock
Twnhs,1320,630,6,2,484,Landmrk,1993,1994,2006,WD,Normal,5,2,630,690,137000,PConc
Single Family Residential,1989,1065,8,2,586,CollgCr,2002,2002,2006,WD,Normal,7,2,1091,898,255000,PConc
Single Family Residential,1762,826,7,2,591,CollgCr,2002,2002,2006,WD,Normal,6,2,878,884,222000,PConc
Single Family Residential,1755,840,6,2,530,CollgCr,1999,1999,2006,WD,Normal,7,2,840,915,214000,PConc
Single Family Residential,1358,1348,8,2,418,CollgCr,2002,2002,2006,WD,Normal,5,1,1358,0,220000,PConc
Single Family Residential,1787,1753,8,3,748,CollgCr,2001,2002,2006,WD,Normal,7,2,1787,0,275000,PConc
Single Family Residential,1909,872,7,2,529,CollgCr,2002,2002,2006,WD,Normal,8,2,872,1037,197000,PConc
Single Family Residential,1654,1654,7,3,900,CollgCr,2002,2002,2006,WD,Normal,6,2,1654,0,230000,PConc
Single Family Residential,2214,1090,8,3,646,CollgCr,1999,1999,2006,WD,Normal,8,2,1090,1124,268500,PConc
Single Family Residential,2049,1065,7,2,467,CollgCr,1996,1997,2006,WD,Normal,9,2,1065,984,210900,PConc
Single Family Residential,1939,1054,7,3,555,CollgCr,1998,1998,2006,WD,Normal,8,2,1070,869,227000,PConc
Single Family Residential,1995,930,7,2,610,CollgCr,1995,1996,2006,WD,Normal,8,2,950,1045,237000,PConc
Single Family Residential,2097,1108,7,2,583,CollgCr,1998,1998,2006,WD,Normal,8,2,1108,989,274300,PConc
Single Family Residential,1836,1860,7,2,484,CollgCr,2004,2005,2006,WD,Normal,8,2,1836,0,216837,PConc
Townhouse End Unit,848,848,6,2,420,CollgCr,2003,2003,2006,WD,Normal,4,1,848,0,133000,PConc
Townhouse End Unit,848,848,6,2,420,CollgCr,2004,2004,2006,WD,Normal,3,1,848,0,155900,PConc
Single Family Residential,1919,1079,8,2,685,CollgCr,2006,2006,2006,New,Partial,8,2,1079,840,233230,PConc
Single Family Residential,1390,1390,7,2,545,CollgCr,2003,2003,2006,WD,Normal,7,2,1390,0,207000,PConc
Single Family Residential,1948,847,7,2,434,CollgCr,2004,2005,2006,WD,Normal,8,2,847,1101,195000,PConc
Single Family Residential,1700,1682,6,2,544,CollgCr,2003,2003,2006,WD,Normal,7,2,1700,0,200000,PConc
Single Family Residential,1737,851,7,2,578,CollgCr,2006,2006,2006,New,Partial,7,2,851,886,203160,PConc
Single Family Residential,1611,784,7,2,572,CollgCr,2005,2005,2006,WD,Normal,6,2,784,827,195800,PConc
Single Family Residential,1552,1552,7,3,782,CollgCr,2005,2006,2006,New,Partial,7,2,1552,0,212900,PConc
Single Family Residential,1720,860,7,2,565,CollgCr,2004,2004,2006,WD,Normal,7,2,860,860,196500,PConc
Single Family Residential,1336,1336,7,2,502,CollgCr,2005,2006,2006,New,Partial,6,2,1336,0,198000,PConc
Single Family Residential,1500,750,6,2,564,CollgCr,2005,2006,2006,New,Partial,6,2,750,750,173900,PConc
Single Family Residential,1456,728,6,2,390,CollgCr,2005,2006,2006,New,Partial,8,2,728,728,163990,PConc
Single Family Residential,1310,1310,7,2,400,CollgCr,2005,2005,2006,New,Partial,6,2,1310,0,164990,PConc
Single Family Residential,1436,676,4,2,528,Edwards,1910,2000,2006,WD,Normal,6,2,760,676,98000,CBlock
Single Family Residential,1466,1466,5,2,528,Edwards,1959,1959,2006,WD,Normal,6,1,1466,0,149900,CBlock
Single Family Residential,1220,836,4,2,396,Edwards,1951,1951,2006,COD,Normal,6,1,1220,0,102000,CBlock
Duplex,1012,976,6,0,0,Edwards,1975,1975,2006,WD,AdjLand,4,2,1012,0,127500,CBlock
Duplex,980,945,6,0,0,Edwards,1975,1975,2006,WD,AdjLand,4,2,980,0,127500,CBlock
Single Family Residential,1176,1176,5,1,360,Edwards,1969,1969,2006,WD,Abnorml,5,1,1176,0,119900,CBlock
Single Family Residential,1724,796,7,2,616,Edwards,2003,2004,2006,WD,Normal,8,2,806,918,196500,PConc
Single Family Residential,914,914,6,0,0,Edwards,2002,2002,2006,WD,Normal,4,1,914,0,117250,PConc
Single Family Residential,2314,1150,7,2,502,Edwards,2003,2005,2006,ConLD,Normal,9,2,1164,1150,229000,PConc
Townhouse End Unit,1072,547,5,2,525,Edwards,2005,2005,2006,WD,Normal,5,1,1072,0,145000,PConc
Townhouse End Unit,1072,547,6,2,525,Edwards,2005,2006,2006,New,Partial,5,2,1072,0,140000,PConc
Townhouse End Unit,1072,547,6,2,525,Edwards,2005,2006,2006,New,Partial,5,1,1072,0,142500,PConc
Twnhs,1709,970,7,2,380,Edwards,2004,2004,2006,WD,Normal,7,2,970,739,134000,PConc
Twnhs,1709,970,7,2,380,Edwards,2004,2004,2006,WD,Normal,7,2,970,739,130000,PConc
Twnhs,1709,970,6,2,380,Edwards,2004,2006,2006,WD,Normal,7,2,970,739,130000,PConc
Twnhs,1709,970,7,2,380,Edwards,2004,2004,2006,WD,Normal,7,2,970,739,137500,PConc
Townhouse End Unit,1708,976,7,2,380,Edwards,2004,2004,2006,WD,Normal,7,2,976,732,130000,PConc
Single Family Residential,936,624,4,1,265,Edwards,1948,1950,2006,WD,Normal,5,1,624,312,97900,CBlock
Single Family Residential,1338,832,6,2,528,Edwards,1915,1950,2006,WD,AdjLand,7,2,846,492,92000,BrkTil
Single Family Residential,1669,1093,4,1,288,Edwards,1924,1950,2006,WD,AdjLand,9,1,1093,576,107000,BrkTil
Single Family Residential,1184,658,5,0,0,Edwards,1910,1996,2006,WD,AdjLand,8,1,658,526,81000,PConc
Single Family Residential,1221,784,5,1,392,Edwards,1924,1950,2006,WD,Normal,7,1,949,272,104900,BrkTil
Single Family Residential,864,864,5,2,572,Edwards,1955,1990,2006,WD,Normal,5,1,864,0,115000,CBlock
Single Family Residential,1482,954,4,2,609,Edwards,1954,1968,2006,WD,Abnorml,6,2,1482,0,125000,CBlock
Single Family Residential,1250,686,5,1,280,Edwards,1918,1950,2006,WD,Normal,7,1,686,564,116000,BrkTil
Single Family Residential,1414,864,4,0,0,Edwards,1922,1950,2006,COD,Abnorml,8,1,964,0,83000,BrkTil
Single Family Residential,2230,795,4,1,440,SWISU,1912,1950,2006,WD,Normal,10,1,954,795,118500,PConc
Single Family Residential,498,498,2,1,216,Edwards,1922,1955,2006,ConLD,Normal,3,1,498,0,35000,BrkTil
Single Family Residential,1273,616,4,1,275,Edwards,1910,1993,2006,WD,Normal,5,1,1055,218,121000,BrkTil
Two Family Conversion,1928,686,5,0,0,SWISU,1916,1995,2006,WD,Normal,10,2,948,980,160000,PConc
Single Family Residential,1595,940,6,1,240,SWISU,1940,2000,2006,WD,Normal,6,1,1192,403,140000,CBlock
Single Family Residential,1551,1058,5,1,240,SWISU,1938,1950,2006,WD,Normal,6,2,1058,493,137000,BrkTil
Two Family Conversion,1340,780,6,1,440,SWISU,1945,1950,2006,WD,Abnorml,6,1,816,524,128000,CBlock
Single Family Residential,1479,624,7,1,312,SWISU,1926,1997,2006,WD,Normal,6,1,743,736,160000,BrkTil
Single Family Residential,1784,747,5,1,180,Crawfor,1914,1950,2006,WD,Normal,9,1,892,892,138887,BrkTil
Single Family Residential,1510,755,6,1,216,SWISU,1920,1950,2006,WD,Normal,6,1,755,755,149000,PConc
Single Family Residential,1522,1008,5,0,0,SWISU,1926,1950,2006,WD,Normal,7,2,1008,0,102000,BrkTil
Single Family Residential,1636,818,7,1,288,Crawfor,1919,1950,2006,WD,Abnorml,7,1,818,818,167000,BrkTil
Single Family Residential,1802,793,7,1,216,Crawfor,1920,1950,2006,WD,Normal,9,1,901,901,200100,BrkTil
Single Family Residential,1465,992,5,1,240,SWISU,1939,1950,2006,WD,Normal,6,2,992,473,131000,CBlock
Single Family Residential,1288,824,5,1,240,SWISU,1941,1950,2006,WD,Normal,6,1,824,464,112000,CBlock
Single Family Residential,1717,756,7,3,642,Crawfor,1915,1970,2006,WD,Abnorml,7,1,961,756,140000,BrkTil
Single Family Residential,1550,817,6,1,318,Crawfor,1920,1950,2006,WD,Normal,7,1,940,610,195000,PConc
Single Family Residential,1517,792,8,2,400,Crawfor,1929,1950,2006,WD,Normal,7,1,792,725,230000,PConc
Single Family Residential,1717,901,5,1,410,Crawfor,1940,1950,2006,WD,Normal,7,1,1125,592,194000,CBlock
Single Family Residential,1180,700,4,1,252,Crawfor,1922,1950,2006,WD,Normal,5,1,1180,0,137500,BrkTil
Single Family Residential,2057,1017,7,1,180,Crawfor,1936,1987,2006,WD,Normal,6,1,1020,1037,250000,CBlock
Single Family Residential,1671,1022,7,2,451,Crawfor,1929,1950,2006,WD,Normal,7,2,1122,549,218000,BrkTil
Single Family Residential,2345,952,6,2,360,Crawfor,1932,1950,2006,WD,Normal,9,2,1170,1175,239000,BrkTil
Single Family Residential,1609,637,7,3,579,Crawfor,1932,1990,2006,WD,Normal,8,1,959,650,199500,BrkTil
Single Family Residential,1801,697,6,2,365,Crawfor,1930,1959,2006,WD,Normal,8,1,1104,697,210000,PConc
Single Family Residential,1811,1073,6,2,470,Crawfor,1956,2004,2006,WD,Abnorml,6,1,1811,0,230000,PConc
Single Family Residential,1647,1430,5,2,621,Crawfor,1977,1977,2006,WD,Normal,7,2,1647,0,217500,CBlock
Single Family Residential,2315,1168,5,1,342,Crawfor,1950,1963,2006,WD,Normal,9,2,1278,1037,257000,CBlock
Two Family Conversion,1336,1165,5,1,375,Crawfor,1953,1953,2006,WD,Normal,5,1,1336,0,157000,CBlock
Single Family Residential,1844,1844,6,2,540,Crawfor,1969,1969,2006,WD,Normal,7,2,1844,0,223000,CBlock
Single Family Residential,976,976,5,1,215,IDOTRR,1942,1950,2006,WD,AdjLand,5,1,976,0,102000,CBlock
Single Family Residential,1285,861,6,2,506,IDOTRR,1926,1950,2006,WD,Normal,6,1,861,424,145400,PConc
Single Family Residential,672,432,4,0,0,IDOTRR,1925,1950,2006,WD,Normal,4,1,672,0,72000,BrkTil
Single Family Residential,641,641,4,1,272,IDOTRR,1925,1950,2006,WD,Normal,4,1,641,0,85000,BrkTil
